season,race_name,event_date,driver,grid_position,finish_position,points,team,avg_lap_time,std_lap_time,best_lap_time,avg_sector1,avg_sector2,avg_sector3,main_compound,pit_stop_count,status,avg_air_temp,avg_track_temp,avg_humidity,rain_probability,is_classified,position_gain
2018,Australian Grand Prix,2018-03-25,BOT,15.0,8.0,4.0,Mercedes,93.23486206896553,10.34682961434857,87.019,31.006175438596493,24.69487931034483,37.37194827586207,SUPERSOFT,2,Finished,24.058620689655175,36.608620689655176,30.608620689655172,0.0,1,7.0
2018,Australian Grand Prix,2018-03-25,ERI,17.0,19.0,0.0,Sauber,95.0192,5.411143566751857,92.21,30.872000000000003,24.680833333333336,37.391200000000005,SUPERSOFT,1,Steering,23.766666666666666,36.86666666666667,36.449999999999996,0.0,0,-2.0
2018,Australian Grand Prix,2018-03-25,GAS,20.0,18.0,0.0,Toro Rosso,93.18853846153846,4.081027272950298,90.649,30.60823076923077,24.58064285714286,37.09830769230769,ULTRASOFT,1,Engine,23.842857142857145,37.1,35.885714285714286,0.0,0,2.0
2018,Australian Grand Prix,2018-03-25,GRO,6.0,16.0,0.0,Haas F1 Team,91.36991666666667,4.16425823987968,88.805,30.168000000000003,24.090958333333333,36.82666666666667,ULTRASOFT,1,Wheel,23.954166666666666,37.49583333333333,35.2875,0.0,0,-10.0
2018,Australian Grand Prix,2018-03-25,HAM,1.0,2.0,18.0,Mercedes,92.72963793103449,13.008674248696959,86.444,30.868649122807017,24.644758620689654,37.147603448275866,SOFT,2,Finished,24.060344827586206,36.63965517241379,30.598275862068967,0.0,1,-1.0
2018,Australian Grand Prix,2018-03-25,HAR,16.0,15.0,0.0,Toro Rosso,94.66243859649123,10.703745000528595,88.176,31.27407142857143,24.9160701754386,38.293894736842105,ULTRASOFT,4,+1 Lap,24.05087719298246,36.62105263157895,30.524561403508773,0.0,1,1.0
2018,Australian Grand Prix,2018-03-25,HUL,7.0,7.0,6.0,Renault,93.20610344827585,10.425485865558995,87.081,30.877140350877195,24.66251724137931,37.551965517241385,SOFT,2,Finished,24.07241379310345,36.606896551724134,30.58103448275862,0.0,1,0.0
2018,Australian Grand Prix,2018-03-25,LEC,18.0,13.0,0.0,Sauber,93.94900000000001,9.969228318338278,88.759,30.975736842105263,24.883655172413793,37.89972413793104,ULTRASOFT,4,Finished,24.044827586206896,36.577586206896555,30.606896551724137,0.0,1,5.0
2018,Australian Grand Prix,2018-03-25,MAG,5.0,17.0,0.0,Haas F1 Team,91.43031818181818,3.8640324654354803,89.534,30.135428571428573,24.130499999999998,36.88636363636363,ULTRASOFT,1,Wheel,23.972727272727273,37.5,35.31363636363636,0.0,0,-12.0
2018,Australian Grand Prix,2018-03-25,OCO,14.0,12.0,0.0,Force India,93.68208620689654,9.424183494409354,87.6,31.059333333333335,24.752379310344825,37.713775862068964,SOFT,2,Finished,24.05,36.5948275862069,30.61551724137931,0.0,1,2.0
2018,Australian Grand Prix,2018-03-25,PER,12.0,11.0,0.0,Force India,93.45,9.691896479452357,87.633,31.030298245614038,24.667706896551724,37.60429310344828,SOFT,2,Finished,24.060344827586206,36.61034482758621,30.606896551724137,0.0,1,1.0
2018,Australian Grand Prix,2018-03-25,RAI,2.0,3.0,15.0,Ferrari,92.75158620689655,12.714169828276738,86.373,30.885719298245615,24.58144827586207,37.20877586206896,SOFT,2,Finished,24.06206896551724,36.63965517241379,30.593103448275862,0.0,1,-1.0
2018,Australian Grand Prix,2018-03-25,RIC,8.0,4.0,12.0,Red Bull Racing,92.76468965517242,12.157699937144587,85.945,30.96221052631579,24.600741379310346,37.0808275862069,SOFT,2,Finished,24.063793103448276,36.63620689655173,30.591379310344827,0.0,1,4.0
2018,Australian Grand Prix,2018-03-25,SAI,9.0,10.0,1.0,Renault,93.43112068965517,10.178359946263676,87.944,31.003947368421052,24.852,37.44836206896552,SOFT,2,Finished,24.060344827586206,36.591379310344834,30.593103448275862,0.0,1,-1.0
2018,Australian Grand Prix,2018-03-25,SIR,19.0,20.0,0.0,Williams,96.53675,6.671631003735146,92.573,31.107333333333333,25.179000000000002,37.5315,SUPERSOFT,0,Brakes,23.8,36.86,36.4,0.0,0,-1.0
2018,Australian Grand Prix,2018-03-25,STR,13.0,14.0,0.0,Williams,93.99260344827586,9.404683829226112,88.511,31.15859649122807,24.980517241379314,37.703568965517235,ULTRASOFT,4,Finished,24.05,36.591379310344834,30.639655172413793,0.0,1,-1.0
2018,Australian Grand Prix,2018-03-25,VAN,11.0,9.0,2.0,McLaren,93.24489655172414,10.495303304945265,86.958,30.96521052631579,24.85003448275862,37.29003448275862,SUPERSOFT,2,Finished,24.060344827586206,36.6051724137931,30.591379310344827,0.0,1,2.0
2018,Australian Grand Prix,2018-03-25,VER,4.0,6.0,8.0,Red Bull Racing,93.14186206896552,10.650210136215785,86.88,31.036807017543858,24.686413793103448,37.32241379310344,SOFT,2,Finished,24.056896551724137,36.59310344827586,30.612068965517242,0.0,1,-2.0
2018,Australian Grand Prix,2018-03-25,VET,3.0,1.0,25.0,Ferrari,92.6428103448276,13.366048960820438,86.469,30.73735087719298,24.595103448275864,36.78740350877193,SOFT,2,Finished,24.067241379310346,36.6448275862069,30.599999999999998,0.0,1,2.0
2018,Austrian Grand Prix,2018-07-01,ALO,13.0,8.0,4.0,McLaren,70.94518571428571,3.968855178609881,68.661,17.822434782608696,31.287828571428573,21.711757142857145,SOFT,3,+1 Lap,23.218571428571426,45.708571428571425,37.04,0.0,1,5.0
2018,Austrian Grand Prix,2018-07-01,BOT,1.0,19.0,0.0,Mercedes,69.786,1.2351325165071705,69.044,17.374583333333334,30.878153846153847,21.242153846153847,SUPERSOFT,0,Hydraulics,23.114285714285717,47.107142857142854,37.17857142857143,0.0,0,-18.0
2018,Austrian Grand Prix,2018-07-01,ERI,20.0,10.0,1.0,Sauber,71.01447142857143,3.883061987365452,68.216,17.81453623188406,31.298800000000004,21.8203,SOFT,2,+1 Lap,23.220000000000002,45.72714285714286,37.041428571428575,0.0,1,10.0
2018,Austrian Grand Prix,2018-07-01,GAS,12.0,11.0,0.0,Toro Rosso,71.10457142857142,3.8776661387011933,69.295,17.893652173913043,31.347057142857143,21.798257142857143,SOFT,2,+1 Lap,23.21142857142857,45.72571428571429,37.02857142857143,0.0,1,1.0
2018,Austrian Grand Prix,2018-07-01,GRO,5.0,4.0,12.0,Haas F1 Team,70.53494285714285,3.994346845396012,69.071,18.015159420289855,31.036499999999997,21.435757142857142,SOFT,2,+1 Lap,23.202857142857145,45.708571428571425,37.105714285714285,0.0,1,1.0
2018,Austrian Grand Prix,2018-07-01,HAM,2.0,16.0,0.0,Mercedes,69.92987096774193,4.276811699262266,67.241,17.79260655737705,30.878500000000003,21.212403225806455,SUPERSOFT,4,Fuel pressure,23.134920634920636,45.84444444444444,37.01587301587302,0.0,0,-14.0
2018,Austrian Grand Prix,2018-07-01,HAR,19.0,17.0,0.0,Toro Rosso,71.7286111111111,4.610808308854996,69.171,17.708132075471696,31.47283333333333,22.432462962962965,SUPERSOFT,0,Hydraulics,23.047272727272727,45.98909090909091,37.17636363636364,0.0,0,2.0
2018,Austrian Grand Prix,2018-07-01,HUL,10.0,20.0,0.0,Renault,71.81218181818181,2.314316521920971,70.38,17.520699999999998,31.565181818181816,22.320545454545456,ULTRASOFT,0,Engine,23.108333333333334,47.175000000000004,37.199999999999996,0.0,0,-10.0
2018,Austrian Grand Prix,2018-07-01,LEC,18.0,9.0,2.0,Sauber,71.0067,3.9282357671134,69.006,17.851926470588236,31.201941176470587,21.752840579710142,SOFT,2,+1 Lap,23.205714285714286,45.707142857142856,37.041428571428575,0.0,1,9.0
2018,Austrian Grand Prix,2018-07-01,MAG,8.0,5.0,10.0,Haas F1 Team,70.55749999999999,3.9591016172791043,68.476,18.007028985507244,30.960214285714287,21.53537142857143,SOFT,2,+1 Lap,23.20142857142857,45.71714285714285,37.120000000000005,0.0,1,3.0
2018,Austrian Grand Prix,2018-07-01,OCO,11.0,6.0,8.0,Force India,70.7135,3.917687937465457,68.85,17.804710144927537,31.16335714285714,21.680028571428572,SOFT,2,+1 Lap,23.197142857142858,45.71142857142858,37.09571428571428,0.0,1,5.0
2018,Austrian Grand Prix,2018-07-01,PER,16.0,7.0,6.0,Force India,70.7349,4.267788933529802,68.504,17.81004347826087,31.2301,21.624185714285716,SOFT,2,+1 Lap,23.19857142857143,45.707142857142856,37.135714285714286,0.0,1,9.0
2018,Austrian Grand Prix,2018-07-01,RAI,3.0,2.0,18.0,Ferrari,69.26095774647888,3.932070684717876,66.957,17.545414285714287,30.611577464788734,21.057985915492957,SOFT,2,Finished,23.20281690140845,45.69859154929577,37.11267605633803,0.0,1,1.0
2018,Austrian Grand Prix,2018-07-01,RIC,7.0,18.0,0.0,Red Bull Racing,70.2691320754717,4.969937095398755,67.591,18.1265,30.720471698113208,21.358735849056604,SUPERSOFT,4,Exhaust,23.024074074074072,45.98888888888889,37.25925925925926,0.0,0,-11.0
2018,Austrian Grand Prix,2018-07-01,SAI,9.0,12.0,0.0,Renault,71.17630000000001,4.697038911046413,68.766,18.188130434782607,31.2499,21.68062857142857,SUPERSOFT,4,+1 Lap,23.215714285714284,45.69714285714286,37.059999999999995,0.0,1,-3.0
2018,Austrian Grand Prix,2018-07-01,SIR,17.0,13.0,0.0,Williams,71.76897101449276,4.728260624009559,68.971,18.278264705882354,31.435057971014498,21.986565217391306,SOFT,4,+2 Laps,23.194202898550724,45.7231884057971,37.12608695652174,0.0,1,4.0
2018,Austrian Grand Prix,2018-07-01,STR,14.0,14.0,0.0,Williams,71.65057971014494,4.561508059473437,69.203,18.22258823529412,31.517666666666667,21.848449275362317,SOFT,4,+2 Laps,23.2,45.72608695652174,37.10579710144928,0.0,1,0.0
2018,Austrian Grand Prix,2018-07-01,VAN,15.0,15.0,0.0,McLaren,72.75213846153846,7.321801682042051,68.894,18.915515625,31.702769230769228,22.073892307692304,SOFT,5,Collision damage,23.184615384615384,45.73692307692308,37.081538461538464,0.0,0,0.0
2018,Austrian Grand Prix,2018-07-01,VER,4.0,1.0,25.0,Red Bull Racing,69.23977464788733,3.8501211787875085,67.442,17.604042857142854,30.529704225352113,21.059450704225352,SOFT,2,Finished,23.20281690140845,45.7112676056338,37.1225352112676,0.0,1,3.0
2018,Austrian Grand Prix,2018-07-01,VET,6.0,3.0,15.0,Ferrari,69.28457746478873,4.26297224501527,67.082,17.623314285714287,30.53885915492958,21.061211267605636,SOFT,2,Finished,23.20281690140845,45.70140845070423,37.13239436619718,0.0,1,3.0
2018,Azerbaijan Grand Prix,2018-04-29,ALO,12.0,7.0,6.0,McLaren,112.77453658536587,14.690779426391176,107.449,42.83224,49.15513725490196,30.0621568627451,SOFT,4,Finished,16.607843137254903,25.04901960784314,45.73725490196078,0.0,1,5.0
2018,Azerbaijan Grand Prix,2018-04-29,BOT,3.0,14.0,0.0,Mercedes,108.56137837837838,7.583782390921626,105.149,43.054744680851066,49.361916666666666,30.5354375,SUPERSOFT,2,Puncture,16.60816326530612,25.120408163265306,45.86938775510204,0.0,0,-11.0
2018,Azerbaijan Grand Prix,2018-04-29,ERI,18.0,11.0,0.0,Sauber,118.32676086956522,17.713719004940508,107.925,43.780860000000004,48.515647058823525,29.805960784313726,ULTRASOFT,8,Finished,16.601960784313725,25.00392156862745,45.68627450980392,0.0,1,7.0
2018,Azerbaijan Grand Prix,2018-04-29,GAS,17.0,12.0,0.0,Toro Rosso,113.91669047619048,9.643140563439308,108.035,42.844139999999996,49.40607843137255,30.147019607843138,SOFT,4,Finished,16.609803921568627,25.015686274509804,45.688235294117646,0.0,1,5.0
2018,Azerbaijan Grand Prix,2018-04-29,GRO,20.0,15.0,0.0,Haas F1 Team,111.81013513513514,10.94279696157899,106.88,41.813121951219514,47.217,28.88252380952381,SUPERSOFT,4,Accident,16.58604651162791,25.304651162790694,46.311627906976746,0.0,0,5.0
2018,Azerbaijan Grand Prix,2018-04-29,HAM,2.0,1.0,25.0,Mercedes,109.16035,7.914625586978288,105.412,42.78336,48.73552941176471,30.524450980392157,SUPERSOFT,4,Finished,16.613725490196078,25.06470588235294,45.733333333333334,0.0,1,1.0
2018,Azerbaijan Grand Prix,2018-04-29,HAR,19.0,10.0,1.0,Toro Rosso,114.05440476190476,11.142729168384948,108.288,42.42285714285714,49.68066666666667,30.093098039215686,ULTRASOFT,6,Finished,16.607843137254903,25.019607843137255,45.69607843137255,0.0,1,9.0
2018,Azerbaijan Grand Prix,2018-04-29,HUL,14.0,18.0,0.0,Renault,119.44633333333333,19.05945192986059,108.867,48.846666666666664,55.011199999999995,35.033100000000005,ULTRASOFT,0,Accident,16.79090909090909,27.045454545454547,47.1,0.0,0,-4.0
2018,Azerbaijan Grand Prix,2018-04-29,LEC,13.0,6.0,8.0,Sauber,111.90134146341464,10.420226330578807,107.403,42.863224489795925,49.173450980392154,30.125215686274508,SUPERSOFT,4,Finished,16.609803921568627,25.05686274509804,45.727450980392156,0.0,1,7.0
2018,Azerbaijan Grand Prix,2018-04-29,MAG,15.0,13.0,0.0,Haas F1 Team,115.56711627906978,16.853122005827295,108.155,42.87132653061225,49.44878431372549,30.071176470588238,SOFT,4,Finished,16.60392156862745,25.007843137254905,45.727450980392156,0.0,1,2.0
2018,Azerbaijan Grand Prix,2018-04-29,OCO,7.0,19.0,0.0,Force India,,,,,,,ULTRASOFT,0,Collision,17.0,28.0,46.5,0.0,0,-12.0
2018,Azerbaijan Grand Prix,2018-04-29,PER,8.0,3.0,15.0,Force India,111.08578048780487,9.389950544364421,106.206,43.0824,49.31372549019608,29.618529411764708,SOFT,4,Finished,16.607843137254903,25.05686274509804,45.741176470588236,0.0,1,5.0
2018,Azerbaijan Grand Prix,2018-04-29,RAI,6.0,2.0,18.0,Ferrari,111.07514634146342,9.756048807178486,106.523,42.873999999999995,49.07094117647059,30.0691568627451,SOFT,4,Finished,16.611764705882354,25.054901960784314,45.741176470588236,0.0,1,4.0
2018,Azerbaijan Grand Prix,2018-04-29,RIC,4.0,17.0,0.0,Red Bull Racing,109.72739999999999,8.215582393877394,105.419,41.244815789473684,46.04282051282051,28.451641025641027,SUPERSOFT,2,Collision,16.585,25.445,46.5675,0.0,0,-13.0
2018,Azerbaijan Grand Prix,2018-04-29,SAI,9.0,5.0,10.0,Renault,111.4448292682927,9.55362698900904,106.856,42.908159999999995,48.9801568627451,30.176019607843138,SOFT,4,Finished,16.613725490196078,25.054901960784314,45.741176470588236,0.0,1,4.0
2018,Azerbaijan Grand Prix,2018-04-29,SIR,11.0,20.0,0.0,Williams,,,,,,,SUPERSOFT,0,Collision,17.0,28.0,46.5,0.0,0,-9.0
2018,Azerbaijan Grand Prix,2018-04-29,STR,10.0,8.0,4.0,Williams,111.97097560975611,10.098426844038144,106.815,42.98808,49.10988235294117,30.095666666666666,SUPERSOFT,4,Finished,16.611764705882354,25.054901960784314,45.721568627450985,0.0,1,2.0
2018,Azerbaijan Grand Prix,2018-04-29,VAN,16.0,9.0,2.0,McLaren,114.66486046511628,10.221835944452668,107.666,43.11262,48.86394117647059,30.191470588235298,ULTRASOFT,8,Finished,16.607843137254903,25.02549019607843,45.680392156862744,0.0,1,7.0
2018,Azerbaijan Grand Prix,2018-04-29,VER,5.0,16.0,0.0,Red Bull Racing,109.74674285714286,8.242744689735826,105.771,41.14613157894737,45.87646153846154,28.684717948717946,SUPERSOFT,2,Collision,16.5875,25.4375,46.5775,0.0,0,-11.0
2018,Azerbaijan Grand Prix,2018-04-29,VET,1.0,4.0,12.0,Ferrari,108.9749,7.260238721793926,105.53,42.6808,48.67082352941176,30.83456862745098,SUPERSOFT,4,Finished,16.609803921568627,25.068627450980394,45.75098039215687,0.0,1,-3.0
2018,Bahrain Grand Prix,2018-04-08,ALO,13.0,7.0,6.0,McLaren,98.63482142857143,6.47696224561861,94.168,31.921907407407407,42.20663636363637,24.44818181818182,MEDIUM,4,+1 Lap,27.982142857142858,32.114285714285714,47.419642857142854,0.0,1,6.0
2018,Bahrain Grand Prix,2018-04-08,BOT,3.0,2.0,18.0,Mercedes,96.90201785714285,6.040663592357963,93.74,31.04809090909091,41.91933928571429,23.91801785714286,MEDIUM,2,Finished,27.982456140350877,32.112280701754386,47.39824561403508,0.0,1,1.0
2018,Bahrain Grand Prix,2018-04-08,ERI,17.0,9.0,2.0,Sauber,98.88492857142856,5.671245153826915,95.093,31.703333333333333,42.54078181818182,24.560654545454547,MEDIUM,2,+1 Lap,27.982142857142858,32.11964285714286,47.417857142857144,0.0,1,8.0
2018,Bahrain Grand Prix,2018-04-08,GAS,5.0,4.0,12.0,Toro Rosso,97.98323214285713,6.539328033288131,94.863,31.81910909090909,42.07155357142857,24.057089285714284,SUPERSOFT,4,Finished,27.977192982456142,32.10701754385965,47.45789473684211,0.0,1,1.0
2018,Bahrain Grand Prix,2018-04-08,GRO,16.0,13.0,0.0,Haas F1 Team,99.26867857142858,6.760068477617511,94.053,32.237,42.39803636363636,24.576,SUPERSOFT,6,+1 Lap,27.982142857142858,32.1125,47.42142857142857,0.0,1,3.0
2018,Bahrain Grand Prix,2018-04-08,HAM,9.0,3.0,15.0,Mercedes,97.01046428571429,5.989755675588671,93.953,31.006327272727273,41.926607142857144,24.003232142857144,MEDIUM,2,Finished,27.982456140350877,32.10526315789474,47.40526315789474,0.0,1,6.0
2018,Bahrain Grand Prix,2018-04-08,HAR,11.0,17.0,0.0,Toro Rosso,99.133875,7.116597333155273,94.689,32.16748148148148,42.55290909090909,24.35841818181818,SUPERSOFT,4,+1 Lap,27.980357142857144,32.10892857142857,47.42321428571428,0.0,1,-6.0
2018,Bahrain Grand Prix,2018-04-08,HUL,7.0,6.0,8.0,Renault,98.61340350877192,6.453766635128807,94.667,31.739945454545452,42.434107142857144,24.402785714285717,SUPERSOFT,4,Finished,27.973684210526315,32.103508771929825,47.484210526315785,0.0,1,1.0
2018,Bahrain Grand Prix,2018-04-08,LEC,19.0,12.0,0.0,Sauber,99.20669642857142,6.741039587804732,95.058,32.02337037037037,42.55427272727273,24.552436363636364,MEDIUM,4,+1 Lap,27.985714285714288,32.10178571428572,47.410714285714285,0.0,1,7.0
2018,Bahrain Grand Prix,2018-04-08,MAG,6.0,5.0,10.0,Haas F1 Team,98.19273684210526,6.418795780268833,94.327,31.728145454545455,42.31760714285714,24.111232142857144,SOFT,4,Finished,27.973684210526315,32.10526315789474,47.46491228070175,0.0,1,1.0
2018,Bahrain Grand Prix,2018-04-08,OCO,8.0,10.0,1.0,Force India,98.994375,6.1996669545812955,95.043,31.87462962962963,42.593272727272726,24.491727272727275,SOFT,4,+1 Lap,27.982142857142858,32.11071428571429,47.42321428571428,0.0,1,-2.0
2018,Bahrain Grand Prix,2018-04-08,PER,12.0,16.0,0.0,Force India,99.13339285714287,6.218566557067255,95.075,31.85798181818182,42.61205454545455,24.541490909090907,SUPERSOFT,4,+1 Lap,27.9875,32.10178571428572,47.426785714285714,0.0,1,-4.0
2018,Bahrain Grand Prix,2018-04-08,RAI,2.0,18.0,0.0,Ferrari,98.16364705882353,7.384944984027457,94.337,31.59587878787879,42.21155882352941,24.329705882352943,SUPERSOFT,3,Wheel,28.129411764705882,32.5264705882353,45.59117647058823,0.0,0,-16.0
2018,Bahrain Grand Prix,2018-04-08,RIC,4.0,20.0,0.0,Red Bull Racing,98.684,,98.684,,41.585,23.559,,0,Electrical,28.15,33.25,45.599999999999994,0.0,0,-16.0
2018,Bahrain Grand Prix,2018-04-08,SAI,10.0,11.0,0.0,Renault,99.1125892857143,6.142817576137297,95.535,31.89437037037037,42.5994,24.54887272727273,SOFT,4,+1 Lap,27.9875,32.11607142857143,47.410714285714285,0.0,1,-1.0
2018,Bahrain Grand Prix,2018-04-08,SIR,18.0,15.0,0.0,Williams,99.63705357142858,6.310355156176066,94.563,32.19042592592592,42.768254545454546,24.616345454545456,SOFT,4,+1 Lap,27.989285714285717,32.11071428571429,47.425000000000004,0.0,1,3.0
2018,Bahrain Grand Prix,2018-04-08,STR,20.0,14.0,0.0,Williams,99.15269090909091,5.718600349582851,95.266,31.704277777777776,42.71154545454546,24.646629629629633,MEDIUM,4,+1 Lap,27.985714285714288,32.114285714285714,47.403571428571425,0.0,1,6.0
2018,Bahrain Grand Prix,2018-04-08,VAN,14.0,8.0,4.0,McLaren,98.805875,6.2423647385862875,95.131,32.035472727272726,42.19550909090909,24.50067272727273,MEDIUM,4,+1 Lap,27.989285714285717,32.11785714285714,47.40535714285714,0.0,1,6.0
2018,Bahrain Grand Prix,2018-04-08,VER,15.0,19.0,0.0,Red Bull Racing,115.883,17.294417654260577,103.654,48.2915,55.315666666666665,36.66166666666666,SUPERSOFT,2,Puncture,28.2,33.2,45.3,0.0,0,-4.0
2018,Bahrain Grand Prix,2018-04-08,VET,1.0,1.0,25.0,Ferrari,96.88858928571429,6.032867121110324,94.453,31.1384,41.791125,23.96026785714286,SOFT,2,Finished,27.98421052631579,32.11929824561403,47.387719298245614,0.0,1,0.0
2018,Belgian Grand Prix,2018-08-26,ALO,15.0,19.0,0.0,McLaren,,,,,,,SOFT,0,Accident,17.4,30.1,38.4,0.0,0,-4.0
2018,Belgian Grand Prix,2018-08-26,BOT,19.0,4.0,12.0,Mercedes,111.23007317073171,9.964061760623139,106.286,33.3203488372093,50.78090909090909,31.185454545454547,SUPERSOFT,5,Finished,17.29090909090909,27.343181818181815,37.679545454545455,0.0,1,15.0
